103年新北市地方公職人員選舉投開票所設置地點一覽表(草案),,,,,,,
,,,,,,,
,,,,,,,
鶯歌區(第7選舉區),,,,,,,
投開票所編號,場所名稱,投開票所地址,所屬里別,所屬鄰別,監察員姓名,備註,
,,,,,,,
1689,建德市民活動中心,中正一路建德巷１１號,建德里,全里,,,
1690,東鶯市民動中心,文化路２１５號,東鶯里,全里,,,
1691,宏德宮,中正一路３０１巷１號,北鶯里,"1-6,12-20",,,
1692,宏德宮,中正一路３０１巷１號,北鶯里,7-11,,,
1693,西鶯活動中心一樓,中正一路２０３號,西鶯里,"1-8,16,17",,,
1694,新北市立圖書館鶯歌分館(林長壽圖書館),中山路１５０號,西鶯里,"9-15,18",,,
1695,中鶯舊集會所,市場旁,中鶯里,全里,,,
1696,鶯歌長老教會,光復街１１號,南鶯里,1-13,,,
1697,建國國小,育英街２號,南鶯里,14-24,,,
1698,建國國小,育英街２號,南鶯里,25-34,,,
1699,建國國小,育英街２號,建國里,"1-10,19,20",,,
1700,建國國小,育英街２號,建國里,"11-14,21-27",,,
1701,建國國小,育英街２號,建國里,"15-18,28-34",,,
1702,二甲市民活動中心,二甲路３６之２號,二甲里,全里,,,
1703,二橋國小,中正三路１０６號,二橋里,"1,24",,,
1704,二橋國小,中正三路１０６號,二橋里,"2,25,26",,,
1705,鶯歌高職,中正三路１５４號,二橋里,"3-6,22,23",,,
1706,二橋市民活動中心,中正三路３３７號,二橋里,7-21,,,
1707,尖山市民活動中心,尖山路１９３號,尖山里,"1-3,11,12",,,
1708,尖山國中,國中街１號,尖山里,4-8,,,
1709,尖山國中,國中街１號,尖山里,"9,10,13-16",,,
1710,鶯歌衛生所,文化路３８９號,南靖里,"1-6,12-15",,,
1711,南靖市民活動中心,文化路３９５號,南靖里,"7,8,17-19",,,
1712,三鶯路福德宮,三鶯路９２號,南靖里,"9-11,16,20",,,
1713,同慶市民活動中心,尖山埔路１０４號,同慶里,全里,,,
1714,昌福國小,永明街２２號,永昌里,1-3,,,
1715,昌福國小,永明街２２號,永昌里,"4,5,11",,,
1716,昌福國小,永明街２２號,永昌里,6-8,,,
1717,鶯歌國中,尖山埔路１０８號,永昌里,"9,10,12,13",,,
1718,鶯歌國中,尖山埔路１０８號,永昌里,14-22,,,
1719,永吉市民活動中心(吉德宮),德昌二街３巷１號之１,永吉里,1-10,,,
1720,永吉老人休閒中心,鶯桃路２０６巷２４弄３０之１號,永吉里,"11-15,17-22",,,
1721,永福宮,鶯桃路２９６巷５５弄,永吉里,"16,23-32",,,
1722,鳳祥市民活動中心,鶯桃路３８１巷２弄１５號,鳳祥里,1-11,,,
1723,鳳鳴國中,永和街３３號,鳳祥里,12-23,,,
1724,鳳鳴國中,永和街３３號,鳳祥里,24-33,,,
1725,鳳鳴國小,永和街１２０號,鳳鳴里,1-6,,,
1726,鳳鳴市民活動中心,永和街３４巷８號,鳳鳴里,7-18,,,
1727,鳳鳴國中,永和街３３號,鳳鳴里,19-29,,,
1728,鳳福市民活動中心,鳳吉一街１６７之１號,鳳福里,1-7,,,
1729,鳳福市民活動中心,鳳吉一街１６７之１號,鳳福里,"8-12,19-22,25",,,
1730,福德祠(長壽俱樂部),福隆一街７９之１號,鳳福里,"13-18,23,24,26-29",,,
1731,謝文成宅,大湖路５３０巷３５號,大湖里,"1-4,14-17",,,
1732,大湖市民活動中心,明圓街４１號,大湖里,"7-13,18",,,
1733,簡義木宅,大湖路７２８號,大湖里,"5,6,19-24",,,
1734,新北市立鶯歌幼兒園(地下室）,大湖路３３６號,中湖里,"1-7,26,27",,,
1735,中湖市民活動中心,中湖街２３號,中湖里,8-16,,,
1736,中湖國小,中湖街２５號,中湖里,17-25,,,
1737,三湖宮,三界公坑３號,東湖里,全里,,,
